LicenceNo,LicenceType,PremisesName,Licensee,Address1,Address2,Suburb,Postcode
32225305,Late night (on-premises) Licence,MELBOURNE PARK,MELBOURNE & OLYMPIC PARKS TRUST,BATMAN AVENUE,,MELBOURNE,3000
31411555,Restricted Club Licence,THE BASIN CRICKET CLUB,THE BASIN CRICKET CLUB INC,BATTERHAM PARK RESERVE,MILLER ROAD,THE BASIN,3154
36091245,Limited Licence,THE BASIN FOOTBALL CLUB,THE BASIN FOOTBALL CLUB INC,BATTERHAM RESERVE,MILLER ROAD,BORONIA,3155
32421244,Vigneron's Licence,MOUNT MACEDON WINERY,DAVID COLLINS,BAWDEN ROAD,,WOODEND,3442
36104763,Limited Licence,BAXTER SOCCER CLUB,BAXTER SOCCER CLUB INC,BAXTER PARK,CNR SAGES & FRANKSTON/FLINDERS ROAD,BAXTER,3911
36068462,Limited Licence,BAXTER CRICKET CLUB,BAXTER CRICKET CLUB,BAXTER RECREATION RESERVE,FRANKSTON-FLINDERS ROAD,FRANKSTON,3199
36076504,Limited Licence,BAXTER TENNIS CLUB,BAXTER TENNIS CLUB INC,BAXTER RESERVE,FRANKSTON FLINDERS ROAD,BAXTER,3911
31256947,BYO Permit,TAMBOORA GARDENS,BERNARD CHARLES RYAN,BAXTERS DRIVE,,NATHALIA,3638
32451590,Vigneron's Licence,CECCANTI - KIEWA VALLEY WINES,ANGELO CECCANTI,BAY CREEK LANE,,MONGANS BRIDGE VIA WODONGA,3691
36071889,Limited Licence,MANSFIELD BOAT CLUB,MANSFIELD BOAT CLUB INC,BAYSIDE BOULEVARD,,GOUGHS BAY,3723
32057281,Packaged Liquor,SAFEWAY LIQUOR,WOOLWORTHS LIMITED,BAYSIDE NORTH SHOPPING CENTRE,CNR YOUNG STREET & FLETCHER ROAD,FRANKSTON,3199
36099007,Limited Licence,THE BAYSWATER JUNIOR FOOTBALL CLUB,THE BAYSWATER JUNIOR FOOTBALL CLUB INC,BAYSWATER NUMBER 2 OVAL,MOUNTAIN HIGHWAY,BAYSWATER,3153
36105620,Limited Licence,INVERLOCH-KONGWAK COMBINED FOOTBALL CLUB,INVERLOCH-KONGWAK COMBINED FOOTBALL CLUB INC,BAYVIEW AVENUE REILLY STREET,SANDYMOUNT AVENUE BOLDING PLACE,INVERLOCH,3996
31820869,Late night (on-premises) Licence,SIRENS BY THE SEA-TAVERN-BAR-CAFFE,SARAH GEORGIO PTY LTD,BEACH DRESSING PAVILION,ESPLANADE,WILLIAMSTOWN,3016
36111875,Limited Licence,BLACK ROCK LIFE SAVING CLUB,BLACK ROCK LIFE SAVING CLUB INC,BEACH ROAD,,BLACK ROCK,3193
31450761,Restricted Club Licence,MENTONE LIFE SAVING CLUB,MENTONE LIFE SAVING CLUB INC,BEACH ROAD,,MENTONE,3194
36078530,Limited Licence,MORDIALLOC LIFE SAVING CLUB,MORDIALLOC LIFE SAVING CLUB INC,BEACH ROAD,,MORDIALLOC,3195
31150036,BYO Permit,RHYLL YACHT CLUB,RHYLL YACHT CLUB INC,BEACH ROAD,,RHYLL,3923
36066402,Limited Licence,SANDRINGHAM CROQUET CLUB,SANDRINGHAM CROQUET CLUB INC,BEACH ROAD,(OPPOSITE MILDURA STREET),SANDRINGHAM,3191
32102599,Full Club Licence (prev. Club Licence),PORT MELBOURNE YACHT CLUB,PORT MELBOURNE YACHT CLUB INC,BEACH STREET,,PORT MELBOURNE,3207
32262797,Restaurant & Café,CHARLIES ON EAST,VIRGINIA REA,BEACH STREET,,PORT FAIRY,3284
32274126,On-Premises Licence,ST FRANCIS XAVIER COLLEGE,ST FRANICS XAVIER COLLEGE,BEACONSFIELD AVENUE,,BEACONSFIELD,3807
32121187,Full Club Licence,ALBERT PARK YACHTING & ANGLING CLUB,ALBERT PARK YACHTING & ANGLING CLUB,BEACONSFIELD PARADE,,ALBERT PARK,3206
36105523,Limited Licence,SOUTH MELBOURNE LIFE SAVING CLUB,SOUTH MELBOURNE LIFE SAVING CLUB INC,BEACONSFIELD PARADE,,ALBERT PARK,3206
31404320,Restricted Club Licence,BEACONSFIELD FOOTBALL CLUB,BEACONSFIELD FOOTBALL CLUB,BEACONSFIELD RECREATION RESERVE,EMERALD ROAD,BEACONSFIELD,3807
36067254,Limited Licence,BEACONSFIELD TENNIS CLUB,BEACONSFIELD TENNIS CLUB INC,BEACONSFIELD/EMERALD ROAD,,BEACONSFIELD,3807
32105636,Full Club Licence (prev. Club Licence),BERWICK MONTUNA GOLF CLUB,BERWICK MONTUNA GOLF CLUB INC,BEACONSFIELD-EMERALD ROAD,,GUYS HILL,3807
31408811,Restricted Club Licence,CHELSEA BOWLING CLUB,CHELSEA BOWLING CLUB INC,BEARDSWORTH AVENUE,,CHELSEA,3196
31412381,Restricted Club Licence,CHELSEA CRICKET & FOOTBALL SOCIAL CLUB,CHELSEA CRICKET & FOOTBALL SOCIAL CLUB INC.,BEARDSWORTH AVENUE,,CHELSEA,3196
31409231,Restricted Club Licence,CHELSEA HEIGHTS SPORTS & SOCIAL CLUB,CHELSEA HEIGHTS SPORTS AND SOCIAL CLUB INC,BEASLEY RESERVE,THAMES PROMENADE,CHELSEA HEIGHTS,3196
36072542,Limited Licence,ALBERT PARK & MIDDLE PARK SPORTS CLUB,ALBERT PARK & MIDDLE PARK SPORTS CLUB,BEAUREPAIRE PAVILLION,AUGHTIE DRIVE,ALBERT PARK,3206
32246377,On-Premises Licence,GEELONG GREYHOUND RACING CLUB,GEELONG GREYHOUND RACING CLUB,BECKLEY PARK,BRODERICK ROAD,CORIO,3214
36080016,Limited Licence,GEELONG HARNESS RACING CLUB,GEELONG HARNESS RACING CLUB INC,BECKLEY PARK,PRINCESS HIGHWAY,CORIO,3214
36099934,Limited Licence,GEELONG KARTING CLUB,GEELONG KARTING CLUB INC,BECKLEY PARK COMPLEX,BRODERICK ROAD,CORIO,3214
31409257,Restricted Club Licence,BEEAC GOLF CLUB (INC),BEEAC GOLF CLUB,BEEAC GOLF CLUB,,BEEAC,3251
36094201,Limited Licence,SOUTH CAULFIELD CRICKET CLUB,SOUTH CAULFIELD CRICKET CLUB INC,BEECH STREET,,CAULFIELD SOUTH,3162
31922475,General Licence,LA TROBE UNIVERSITY,LA TROBE UNIVERSITY,BEECHWORTH CAMPUS,,BEECHWORTH,3747
36115463,Limited Licence,LA TROBE UNIVERSITY,LA TROBE UNIVERSITY,BEECHWORTH CAMPUS,,BEECHWORTH,3747
32450853,Vigneron's Licence,SAVATERRE,KEPPELL JOSEPH SMITH,BEECHWORTH/WANGARATTA ROAD,OPPOSITE MCCLAY ROAD,BEECHWORTH,3747
31950494,General Licence,TINSHED RESTAURANT BAR BAKERY,ALLAN THOMPSON,BEEK STREET,,KATAMATITE,3649
32420947,Vigneron's Licence,WANDIN HILLS VINEYARD,MARC RUSSELL BARTSCH,BEENAK ROAD,,WANDIN,3139
36092348,Limited Licence,STRATHDALE SOCCER CLUB,STRATHDALE SOCCER CLUB INC,BEISCHER PARK,RESERVOIR ROAD,BENDIGO,3550
36115976,Limited Licence,STRATHDALE CRICKET CLUB,STRATHDALE CRICKET CLUB INC,BEISCHER PARK RESERVOIR ROAD,,BENDIGO,3550
31420693,Restricted Club Licence,SOUTH BELGRAVE FOOTBALL CLUB,SOUTH BELGRAVE FOOTBALL CLUB INC,BELGRAVE SOUTH RECREATION,RESERVE MT. MORTON ROAD,BELGRAVE SOUTH,3160
31906479,General Licence,THE YARRA GLEN GRAND,YGGH PTY LTD,BELL STREET,,YARRA GLEN,3775
32005771,Packaged Liquor,SAFEWAY LIQUOR,WOOLWORTHS LIMITED,BELLARINE VILLAGE SHOPPING CENTRE,QUEENSCLIFF ROAD,NEWCOMB,3219
36075184,Limited Licence,GIPPSLAND UMPIRES ASSOCIATION,GIPPSLAND UMPIRES ASSOCIATION,BELLBIRD PARK,,DROUIN,3818
36051596,Limited Licence,BELLELLEN HOMESTEAD GRAMPIANS LUXURY BED AND BREAK,TRAVCAM HOLDINGS PTY LTD,BELLELLEN ROAD,,BELLELLEN,3380
31424053,Restricted Club Licence,ASSOCIAZIONE PENSIONATI LAZIALI AUSTRALIA,ASSOCIAZIONE PENSIONATI LAZIALI AUSTRALIA INC,BELLFIELD COMMUNITY CENTRE,96 ORIEL ROAD,IVANHOE,3079
31405326,Restricted Club Licence,GEELONG OBEDIENCE DOG CLUB,GEELONG OBEDIENCE DOG CLUB INC,BELMONT COMMON,BREAKWATER ROAD,BREAKWATER,3220
36071334,Limited Licence,FRANKSTON WOMENS CRICKET CLUB,FRANKSTON WOMENS CRICKET CLUB,BELVEDERE PARK RESERVE,EAST ROAD,SEAFORD,3198
32121179,Full Club Licence,BELVOIR PARK GOLF CLUB,BELVOIR PARK GOLF CLUB INC,BELVOIR PARK ROAD,,"BIG HILL, LOCKWOOD SOUTH",3551
31407954,Restricted Club Licence,MORDIALLOC SPORTING CLUB,MORDIALLOC SPORTING CLUB INC,BEN KAVANAGH RESERVE & DOUG DENYER,"RESERVE, MCDONALD STREET",MORDIALLOC,3195
36070477,Limited Licence,WOODSIDE BEACH SURF LIFE SAVING CLUB,WOODSIDE BEACH SURF LIFE SAVING CLUB INC,BEN RENDALL DRIVE,,WOODSIDE BEACH,3874
31407433,Restricted Club Licence,GLIDING CLUB OF VICTORIA,GLIDING CLUB OF VICTORIA,BENALLA AERODROME,SAMARIA ROAD,BENALLA,3672
32236403,On-Premises Licence,GOULBURN OVENS INSTITUTE OF TAFE,GOULBURN OVENS INSTITUTE OF TAFE,BENALLA CAMPUS,57 SAMARIA ROAD,BENALLA,3672
36094942,Limited Licence,BENALLA CRICKET CLUB,BENALLA CRICKET CLUB INC,BENALLA GARDENS OVAL,WEDGE STREET,BENALLA,3672
31910509,General Licence,PINE LODGE HOTEL,PINE LODGE HOLDINGS PTY LTD,BENALLA ROAD,,SHEPPARTON EAST,3631
31914367,General Licence,TATONG TAVERN,FLUFFY COW PTY LTD,BENALLA ROAD,,TATONG,3673
32122654,Full Club Licence,BENALLA SAINTS SPORTS CLUB,BENALLA SAINTS SPORTS CLUB INC,BENALLA SHOWGROUNDS,CECIL STREET,BENALLA,3672
36074968,Limited Licence,WEEMILLAH,WEEMILLAH PTY LTD,BENALLA-WHITFIELD ROAD,,MYRRHEE,3732
32226393,Restaurant & Café,BENDIGO COLLEGE OF ADVANCED EDUCATION,J & L CATERING PTY LTD,BENDIGO COLLEGE OF ADVANCED,EDUCATION EDWARDS ROAD,BENDIGO,3550
32229919,On-Premises Licence,THE CAPITAL,GREGORY JAMES CUMMING,BENDIGO REGIONAL ARTS CENTRE,50 VIEW STREET,BENDIGO,3550
32452067,Vigneron's Licence,SUTTON GRANGE WINERY,SUTTON GRANGE WINERY PTY LTD,BENDIGO ROAD,,SUTTON GRANGE,3448
36073823,Limited Licence,BENDIGO SPORTSMEN ASSOCIATION,BENDIGO SPORTSMENS ASSOCIATION INC,BENDIGO SPORTS CENTRE,PARK ROAD,BENDIGO,3550
32239809,On-Premises Licence,SUNRAYSIA COLLEGE OF TAFE,SUNRAYSIA COLLEGE OF TAFE,BENETOOK AVENUE,,MILDURA,3500
32021816,Packaged Liquor,KOORLONG STORE,ROXANNE CARTER,BENETOOK AVENUE,,KOORLONG,3501
36081486,Limited Licence,DANDENONG TENNIS CLUB INC,DANDENONG TENNIS CLUB INC,BENNET STREET,GREAVES RESERVE,DANDENONG,3175
36074243,Limited Licence,ST LEO'S EMMAUS WATTLE PARK FOOTBALL CLUB,ST LEO'S EMMAUS WATTLE PARK FOOTBALL CLUB INC,BENNETSWOOD SPORTS GROUND,HOLLAND AVENUE,BURWOOD,3125
31411246,Restricted Club Licence,TALLY HO TENNIS CLUB,TALLY HO TENNIS CLUB INC,BENNETT AVENUE,,MOUNT WAVERLEY,3149
32236453,On-Premises Licence,UNIVERSITY OF BALLARAT,UNIVERSITY OF BALLARAT,BENNETT ROAD,,HORSHAM,3400
32235106,On-Premises Licence,BELSTACK STRAWBERRY FARM,BELSTACK STRAWBERRY FARM PTY LTD,BENNETTS ROAD,,KIALLA WEST,3631
31423887,Restricted Club Licence,EASTFIELD CRICKET CLUB,EASTFIELD CRICKET CLUB INC,BENSON OVAL PAVILLION EASTFIELD PARK,EASTFIELD ROAD,CROYDON SOUTH,3136
31421186,Restricted Club Licence,BENTLEIGH FOOTBALL CLUB,BENTLEIGH FOOTBALL CLUB INC,BENTLEIGH RECREATIONAL RESERVE,ARTHUR STREET,BENTLEIGH,3204
32020543,Packaged Liquor,DAN MURPHY'S,WOOLWORTHS LIMITED,BENTONS SQUARE S/CENTRE,CNR BENTONS & DUNNS ROADS,MORNINGTON EAST,3931
32101763,Full Club Licence (prev. Club Licence),WAVERLEY GOLF CLUB,WAVERLEY GOLF CLUB LTD,BERGINS ROAD,,ROWVILLE,3178
31404728,Restricted Club Licence,BERRIWILLOCK GOLF CLUB,BERRIWILLOCK GOLF CLUB,BERRIWILLOCK,,BERRIWILLOCK,3531
32260949,Restaurant & Café,MONICHINO WINES,TERENCE ALFRED MONICHINO,BERRYS ROAD,,KATUNGA,3640
32400214,Vigneron's Licence,MONICHINO WINES,ANNE MAREE SERGI,BERRY'S ROAD,,KATUNGA,3640
36102486,Limited Licence,CHELSEA BASEBALL CLUB,CHELSEA BASEBALL CLUB INC,BERT THOMAS PAVILLION,EDITHVALE RESERVE,EDITHVALE,3196
32240703,On-Premises Licence,YARRA DUCHESS,MELBOURNE CRUISERS PTY LTD,BERTH 1,BANANA ALLEY WHARF,MELBOURNE,3000
32240711,On-Premises Licence,YARRA COUNTESS,MELBOURNE CRUISERS PTY LTD,BERTH 1,BANANA ALLEY WHARF,MELBOURNE,3000
32240729,On-Premises Licence,YARRA EXPLORER,MELBOURNE CRUISERS PTY LTD,BERTH 1,BANANA ALLEY WHARF,MELBOURNE,3000
32240745,On-Premises Licence,YARRA QUEEN,MELBOURNE CRUISERS PTY LTD,BERTH 1,BANANA ALLEY WHARF,MELBOURNE,3000
32240753,On-Premises Licence,YARRA EMPRESS,MELBOURNE CRUISERS PTY LTD,BERTH 1,BANANA ALLEY WHARF,MELBOURNE,3000
32240761,On-Premises Licence,YARRA PRINCESS,MELBOURNE CRUISERS PTY LTD,"BERTH 1, BANANA ALLEY WHARF",,MELBOURNE,3000
32247860,On-Premises Licence,MANDALAY PLEASURE,PLEASURE BOAT CRUISES PTY LTD,BERTH 16 VICTORIA HARBOUR,DUDLEY STREET,MELBOURNE DOCKLANDS,3000
32274265,On-Premises Licence,FLORENCE ON THE YARRA,MELBOURNE CRUISING RESTAURANTS PTY LTD,BERTH 3,LOWER PROMENADE,SOUTHBANK,3006
36022505,Limited Licence,BARKOONA CRUISES MELBOURNE,HAKIM ZEINI,BERTH 4,VICTORIA HARBOUR,MELBOURNE,3000
32245096,On-Premises Licence,M V SPIRIT OF MELBOURNE,EPICTON PTY LTD,BERTH 6 SOUTHGATE WHARF,,SOUTHBANK,3006
32254320,On-Premises Licence,LADY LINDEMAN,RIVERS RESTAURANT CRUISES PTY LTD,BERTH 8,SOUTH WHARF ROAD,SOUTHBANK,3006
36081999,Limited Licence,ST KILDA CHARTERS,PAWEL KWIATKOWSKI,BERTH A ST KILDA MARINA,MARINE PARADE,ST KILDA,3182
32268523,On-Premises Licence,PORTSEA YACHT CHARTERS,PETER MERRYLEES,BERTH D19,BLAIRGOWRIE SAFE BOAT HARBOUR,BLAIRGOWRIE,3942
32222771,On-Premises Licence,CITY RIVER CRUISES,CITY RIVER CRUISES PTY LTD,BERTH NO. 4,PRINCES WALK,MELBOURNE,3004
31912543,General Licence,ROYAL HOTEL,ASLEKER NOMINEES PTY LTD,BEST STREET,,SEA LAKE,3533
32400272,Vigneron's Licence,BEST'S GREAT WESTERN WINES,BESTS WINES PTY LTD,BESTS ROAD,,GREAT WESTERN,3377
31412608,Restricted Club Licence,GARFIELD BOWLING CLUB,GARFIELD BOWLING CLUB INC,BESWICK STREET,,GARFIELD,3814
31425520,Restricted Club Licence,GARFIELD FOOTBALL CLUB,GARFIELD FOOTBALL CLUB INC,BESWICK STREET,,GARFIELD,3814
36099374,Limited Licence,BERWICK KINGS FOOTBALL CLUB,BERWICK KINGS FOOTBALL CLUB INC,BETULA PARK,KIDDS ROAD,DOVETON,3177
36097186,Limited Licence,THE DOVETON STEELERS RUGBY LEAGUE CLUB,THE DOVETON STEELERS RUGBY LEAGUE CLUB INC,BETULA RESERVE,KIDDS ROAD,DOVETON,3177
33700269,Pre-retail Licence,CONSTELLATION WINES AUSTRALIA,CONSTELLATION AUSTRALIA LIMITED,BEVCHAIN DISTRIBUTION,40-59 LEAKES ROAD,LAVERTON NORTH,3026
33700447,Pre-retail Licence,TOOHEYS BREWING COMPANY,LION NATHAN VICTORIA PTY LTD,BEVCHAIN PTY LTD,"BLDG 41, CLAYTON BUSINESS PARK, 1508 CENTRE ROAD",CLAYTON,3168
33700065,Pre-retail Licence,(A SUBSIDIARY OF CADBURY SCHWEPPES),PACFLEET PTY LTD,BEVERAGE DRIVE,,TULLAMARINE,3043
31950622,General Licence,BRANDY CREEK & DINNER PLAIN LICENSED SUPERMARKET,KINNGOLD PTY LTD,BIG MUSTER DRIVE,,DINNER PLAIN,3898
32228361,On-Premises Licence,RUNDELLS,GADD PTY LTD,BIG MUSTER DRIVE,,DINNER PLAIN,3898
36073645,Limited Licence,"""THE ANCHOR"" ST PETERS BOYS CLUB",ST PETERS BOY'S CLUB INC,BIGNELL ROAD,,BENTLEIGH EAST,3165
31425897,Restricted Club Licence,NEWBOROUGH/YALLOURN UNITED SOCCER CLUB,NEWBOROUGH/YALLOURN UNITED SOCCER CLUB INC,BILL CORRIGAN RESERVE,TORRES STREET,NEWBOROUGH,3825
31425732,Restricted Club Licence,MALDON FOOTBALL NETBALL CLUB,MALDON FOOTBALL NETBALL CLUB INC,BILL WOODFULL RECREATION RESERVE PAVILION,FRANCIS STREET,MALDON,3463
31450444,Restricted Club Licence,BLACKBURN ORIOLES BASEBALL CLUB,BLACKBURN ORIOLES BASEBALL CLUB INC,BILLABONG BASEBALL PARK,WEEDON DRIVE,VERMONT SOUTH,3133
36082369,Limited Licence,FOREST HILL BASEBALL CLUB,FOREST HILL BASEBALL CLUB INC,BILLABONG PARK,WEDDEN DRIVE,VERMONT SOUTH,3133
32105115,Full Club Licence (prev. Club Licence),WONTHAGGI BOWLS CLUB,WONTHAGGI BOWLS CLUB INC,BILLSON STREET,,WONTHAGGI,3995
36055794,Limited Licence,LIQUORLAND,LIQUORLAND (AUSTRALIA) PTY LTD,BI-LO SUPERMARKET,158 HIGH STREET,BELMONT,3216
36055427,Limited Licence,LIQUORLAND,LIQUORLAND (AUSTRALIA) PTY LTD,BI-LO SUPERMARKET,361-363 BLUFF ROAD,HAMPTON,3188
36055435,Limited Licence,LIQUORLAND,LIQUORLAND (AUSTRALIA) PTY LTD,BI-LO SUPERMARKET,69-75 MCIVOR ROAD,BENDIGO EAST,3550
36063836,Limited Licence,HARCOURT FOOTBALL NETBALL CLUB,HARCOURT FOOTBALL NETBALL CLUB INC,BINGHAMS ROAD,,HARCOURT,3453
32002707,Packaged Liquor,BURTON STORES,BURTON STORES (EUROA) PTY. LTD.,BINNEY STREET,,EUROA,3666
32020551,Packaged Liquor,MELROSE LIQUOR STAX,SAMEPIC PTY LTD,BIRALLEE SHOPPING CENTRE,MELROSE DRIVE,WODONGA,3690
36051512,Limited Licence,BOROKA DOWNS,BLUE TUCKEROO PTY LTD,BIRDSWING RD,,HALLS GAP,3381
32286547,On-Premises Licence,ROYAL BOTANIC GARDENS MELBOURNE,BLAKES FEAST PTY LTD,BIRDWOOD AVENUE,,SOUTH YARRA,3141
36075883,Limited Licence,STANHOPE TENNIS CLUB,STANHOPE TENNIS CLUB INC,BIRDWOOD AVENUE,,STANHOPE,3623
36068064,Limited Licence,STANHOPE BOWLS CLUB,STANHOPE BOWLS CLUB INC,BIRDWOOD STREET,,STANHOPE,3623
31116901,BYO Permit,MT EVELYN TENNIS CLUB,MT EVELYN TENNIS CLUB INC,BIRMINGHAM RD,,MT EVELYN,3796
36072152,Limited Licence,ROCHESTER GOLF CLUB,ROCHESTER GOLF CLUB INC,BLACK CULVERT ROAD,,ROCHESTER,3561
36058750,Limited Licence,COLEMAN'S GULLY VINEYARD,JAMES KIELY,BLACK RANGE CREEK ROAD,,EDI UPPER,3678
32920620,Pre-retail Licence,VARRENTI WINES,HECTOR VARRENTI,BLACKWOOD ROAD,DUNKELD,DUNKELD,3294
31408552,Restricted Club Licence,KARINGAL DRIVE TENNIS CLUB,KARINGAL DRIVE TENNIS CLUB INCORPORATED,BLAIR RESERVE,KARINGAL DRIVE,GREENSBOROUGH,3088
31906966,General Licence,HERMITAGE HOTEL,HARROW HOTEL PTY LTD,BLAIR STREET,,HARROW,3317
32002414,Packaged Liquor,KOLMAR HOUSE,LEAH OFFORD,BLAIR STREET,,HARROW,3317
36109909,Limited Licence,SORRENTO SAILING ESCAPE,BARBARA JUNE ROZSA,BLAIRGOWRIE SAFE HARBOUR,POINT NEPEAN ROAD,BLAIRGOWRIE,3942
36070095,Limited Licence,PRESTON FOOTBALLERS CRICKET CLUB,PRESTON FOOTBALLERS CRICKET CLUB INC,BLAKE PARK,GOWER STREET,PRESTON,3072
36114093,Limited Licence,UPPER YARRA ANGLING CLUB,UPPER YARRA ANGLING CLUB INC.,BLAKE STREET,,POWELLTOWN,3797
31410884,Restricted Club Licence,ST LEONARDS GOLF CLUB,ST LEONARDS GOLF CLUB INC,BLANCHE STREET,,ST LEONARDS,3223
32277425,On-Premises Licence,WICKED CAFE,SCHUPP PTY LTD,BLDG 7 OMNICO BUSINESS CTR MONASH,270 FERNTREE GULLY ROAD,NOTTING HILL,3168
32290376,Restaurant & Café,BARETTO,MILMARIN PTY LTD,BLDG A - UNIVERSITY OF MELBOURNE,CNR GRATTAN & BARRY STREETS,PARKVILLE,3053
36072592,Limited Licence,MENINDEE FREIGHT SERVICES,GEOFFREY NEIL METCALFE,BLOCK 121 F,,RED CLIFFS,3496
36074895,Limited Licence,HARKAWAY ESTATE WINES,GEOFFREY JOHN IZARD,BLOCK 127 STURT HIGHWAY,,MERBEIN SOUTH,3505
32451914,Vigneron's Licence,TABLETOP GRAPES,GINO GARREFFA,BLOCK 14,SULTANA AVENUE,MILDURA,3502
32452075,Vigneron's Licence,VINROSE ESTATE WINES,VINCE PANETTA,"BLOCK 430, MELLIS STREET",,RED CLIFFS,3496
32400450,Vigneron's Licence,ROBINVALE WINERY,BILL CARACATSANOUDIS (LEGAL PERSONAL REPRESENTATIVE),BLOCK 43B,SEA LAKE ROAD,ROBINVALE,3549
36057974,Limited Licence,PASUT FAMILY WINES,PASUT FAMILY WINES PTY LTD,BLOCK 445 CALDER HIGHWAY,,SUNNYCLIFFS,3496
36113267,Limited Licence,HORSFALLS CARDROSS VINEYARD,HORSFALLS CARDROSS VINEYARD PTY LTD,BLOCK 568,MULGA ST,CARDROSS,3496
36064816,Limited Licence,P & E GALLO FAMILY TRUST,FRANCESCO GALLO,BLOCK 61E,WEWAK ROAD,ROBINVALE,3549
36097005,Limited Licence,WILGA WORRY WINES,WILGA WORRY WINES PTY LTD,"BLOCK 640, TORNEY ROAD",,CARDROSS,3496
36082767,Limited Licence,C R PEZZANITI,COSIMO ROSARIO PEZZANITI,BLOCK 677 BOOMERANG AVENUE,,CARDROSS,3496
36073344,Limited Licence,KINGS BILLABONG WINES,MICHAEL JOHN CALLIPARI,BLOCK 7F CURETON AVENUE,,NICHOLS POINT,3501
36097071,Limited Licence,BILLABONG ESTATE WINES,KRISTINE URAND,BLOCK F137,,KINGS BILLABONG,3501
31411733,Restricted Club Licence,BALLAN GOLF CLUB,BALLAN GOLF CLUB INC,BLOW CRT,,BALLAN,3342
36077623,Limited Licence,SUNBURY KANGAROOS FOOTBALL CLUB,SUNBURY KANGAROOS FOOTBALL CLUB INC,BOARDMAN RESERVE,MITCHELLS LANE,SUNBURY,3429
36094112,Limited Licence,ASHFIELD CRICKET CLUB,ASHFIELD CRICKET CLUB INC,BOARDMAN RESERVE,MITCHELLS LANE,SUNBURY,3429
36087953,Limited Licence,"CHARTER BOAT ""MULLOWAY""",ANTONY HEATH,BOAT OPPOSITE 58,MARINE PARADE,LAKES ENTRANCE,3909
32291021,On-Premises Licence,CERBERUS RESTAURANT,CERBERUS FOODS PTY LTD,BOATHOUSE 211 & 212,HALF MOON BAY,BLACK ROCK,3193
31451717,Restricted Club Licence,MERCANTILE ROWING CLUB,MERCANTILE ROWING CLUB INC,BOATHOUSE DRIVE,,MELBOURNE SOUTH,3004
36100298,Limited Licence,YARRA YARRA ROWING CLUB,YARRA YARRA ROWING CLUB INC,BOATHOUSE DRIVE,ALEXANDRA GARDENS,MELBOURNE,3004
31450402,Restricted Club Licence,BALLARAT FLYFISHERS'CLUB,BALLARAT FLYFISHERS'CLUB INC,BOATSHED NO 12,LAKE WENDOUREE FORESHORE,BALLARAT,3353
31424883,Restricted Club Licence,JAN JUC CRICKET CLUB,JAN JUC CRICKET CLUB INC,BOB PETTIT RESERVE,SUNSET STRIP,JAN JUC,3228
36107559,Limited Licence,ST ANDREWS CRICKET CLUB,ST ANDREWS CRICKET CLUB INC,BOB TEMPLETON PAVILION,NORTH BOUNDRY ROAD,HAMILTON,3300
36057835,Limited Licence,LINDENWARRAH AT MILAWA,LINDENWARRAH AT MILAWA PTY LTD,BOBINAWARRAH ROAD,,MILAWA,3678
32261563,On-Premises Licence,LINDENWARRAH AT MILAWA,LINDENWARRAH AT MILAWA PTY LTD,BOBINAWARRAH ROAD,,MILAWA,3678
31107415,BYO Permit,BOCSKAI CLUB,MR F ANTAL,BOCSKAI CHAMBERS,123 ST GEORGES ROAD,FITZROY NORTH,3068
36071546,Limited Licence,STRATHMORE HEIGHTS CRICKET CLUB,STRATHMORE HEIGHTS CRICKET CLUB INC,BOEING RESERVE,BOEING ROAD,STRATHMORE HEIGHTS,3041
31426398,Restricted Club Licence,ESSENDON BASEBALL CLUB,ESSENDON BASEBALL CLUB INC,"BOEING RESERVE, BOEING ROAD",,STRATHMORE,3041
32451524,Vigneron's Licence,BOGONG ESTATE,WILLIAM ANDREW TYNAN,BOGONG ESTATE,CNR MOUNTAIN CREEK & DAMMS ROADS,TAWONGA,3699
32251835,Restaurant & Café,GATEWAY CAFE,SELDOMERE PTY LTD,BOGONG HIGH PLAINS ROAD,,FALLS CREEK,3699
32245444,On-Premises Licence,"ALPINE VILLAGE BELLE RESTAURANT, CAFE & GENERAL ST",HARRIS PERRIAM PTY LTD,BOGONG VILLAGE,BOGONG HIGH PLAINS ROAD,BOGONG,3699
32024351,Packaged Liquor,"ALPINE VILLAGE BELLE RESTAURANT, CAFE & GENERAL ST",BAVINC PTY LTD,BOGONG VILLAGE,BOGONG HIGH PLAINS ROAD,BOGONG,3699
36075299,Limited Licence,INVERLOCH RSL SUB BRANCH,INVERLOCH RSL SUB BRANCH,BOLDING PLACE,,INVERLOCH,3996
32207446,On-Premises Licence,FEATHERTOP CHALET,BAILBROOK PTY LTD,BON ACCORD TRACK,,HARRIETVILLE,3741
32102036,Full Club Licence (prev. Club Licence),ORBOST GOLF CLUB,ORBOST GOLF CLUB INC,BONANG HIGHWAY,,ORBOST,3888
31920091,General Licence,DELEGATE RIVER TAVERN,DELEGATE RIVER TAVERN PTY LTD,BONANG HIGHWAY,,DELEGATE RIVER,3888
31451660,Restricted Club Licence,BONBEACH CRICKET CLUB,BONBEACH CRICKET CLUB INC.,BONBEACH FOOTBALL CLUB,CANNES AVENUE,CHELSEA,3196
